"gene_id","cluster","betweenness","degree_centrality"
"A4GALT","1",0,1
"GLA","1",0,1
"ABCA2","2",3146,2
"ANLN","2",1577,5
"APOB","2",765,4
"ASF1B","2",0,4
"ASPM","2",650,4
"ATAD2","2",0,3
"ATAD5","2",0,1
"ATP1A1","2",3857,3
"ATP1B3","2",2941,3
"AURKA","2",256,6
"AURKB","2",0,2
"BAMBI","2",0,1
"BCL6","2",256,2
"BIRC5","2",256,4
"BLM","2",166,2
"BOP1","2",0,1
"BRAT1","2",0,1
"BRCA1","2",11509,25
"BUB1","2",511,4
"BUB1B","2",514,5
"C4B","2",0,1
"CBX2","2",5,8
"CCNA2","2",6431,7
"CCNB1","2",1819,13
"CCNB2","2",254,4
"CCNE1","2",1381,6
"CCNE2","2",0,1
"CCNF","2",1,2
"CDC20","2",829,5
"CDC25A","2",575,2
"CDC25C","2",0,1
"CDC45","2",256,2
"CDC6","2",1,2
"CDC7","2",0,2
"CDCA2","2",145,2
"CDCA5","2",0,1
"CDCA8","2",256,6
"CDH24","2",256,2
"CDH3","2",0,1
"CDK1","2",3985,14
"CDKN3","2",0,1
"CDT1","2",256,3
"CENPA","2",1257,8
"CENPE","2",0,1
"CENPF","2",1,3
"CENPH","2",869,8
"CENPI","2",8343,10
"CENPK","2",0,8
"CENPM","2",404,9
"CENPW","2",252,9
"CEP55","2",510,2
"CHAF1B","2",0,1
"CHEK1","2",256,3
"CHTF18","2",256,2
"CIT","2",0,1
"CKS2","2",0,1
"CLSPN","2",511,6
"CYBA","2",1015,3
"DBN1","2",140,2
"DEPDC1","2",0,1
"DEPDC1B","2",0,1
"DLGAP5","2",762,2
"DNA2","2",911,4
"DNAH9","2",0,1
"DNM1","2",0,1
"DSCC1","2",0,1
"DTL","2",38,2
"E2F1","2",538,5
"E2F2","2",0,1
"E2F7","2",256,2
"E2F8","2",0,1
"EME1","2",0,1
"ENO1","2",0,1
"EPHB2","2",256,2
"ERBB2","2",4671,8
"ERCC6L","2",0,1
"ESPL1","2",0,1
"ESPN","2",0,1
"EXO1","2",1248,3
"FABP1","2",0,1
"FAM83D","2",0,2
"FANCA","2",0,1
"FANCB","2",0,1
"FBXL19","2",0,1
"FGFR3","2",511,3
"FGFR4","2",0,1
"FOXM1","2",528,4
"FZD7","2",511,3
"GAPDH","2",762,2
"GAS2L1","2",0,1
"GINS1","2",0,1
"GINS2","2",0,1
"GINS4","2",883,2
"GPC1","2",1012,2
"GPI","2",256,2
"GRB7","2",0,1
"GTSE1","2",0,1
"H1-10","2",192,3
"H1-3","2",0,2
"H1-5","2",1382,5
"H2AC11","2",0,1
"H2AC12","2",0,8
"H2AC13","2",0,2
"H2AC14","2",6601,15
"H2AC15","2",0,1
"H2AC16","2",0,1
"H2AC21","2",765,7
"H2AC4","2",0,1
"H2AC8","2",1237,9
"H2AX","2",1161,13
"H2BC10","2",6613,14
"H2BC11","2",0,10
"H2BC12","2",5,10
"H2BC13","2",818,19
"H2BC14","2",8412,15
"H2BC15","2",611,19
"H2BC17","2",676,9
"H2BC18","2",1479,9
"H2BC21","2",75,6
"H2BC3","2",1035,12
"H2BC4","2",151,9
"H2BC6","2",621,13
"H2BC7","2",2460,13
"H2BC8","2",8042,14
"H3C1","2",5321,13
"H3C10","2",1,6
"H3C11","2",0,4
"H3C12","2",102,9
"H3C13","2",5205,8
"H4C1","2",341,10
"H4C13","2",63,3
"H4C4","2",520,10
"HJURP","2",0,3
"HMGA1","2",0,1
"HMMR","2",0,1
"IGFBP3","2",0,1
"IL32","2",0,1
"IQGAP3","2",0,1
"JAG2","2",0,1
"JUP","2",510,2
"KIF11","2",268,4
"KIF14","2",1360,5
"KIF15","2",61,2
"KIF18A","2",0,2
"KIF18B","2",0,2
"KIF1A","2",2624,9
"KIF20A","2",1026,6
"KIF20B","2",0,2
"KIF23","2",238,3
"KIF2C","2",2344,4
"KIF4A","2",0,2
"KIFC1","2",69,4
"KNL1","2",6,6
"KPNA2","2",232,3
"LMNB1","2",256,3
"LMNB2","2",0,1
"MAD2L1","2",1445,4
"MCM10","2",429,3
"MCM2","2",0,2
"MCM4","2",0,7
"MCM6","2",3274,8
"MED1","2",511,7
"MELK","2",0,1
"MKI67","2",0,3
"MRPL12","2",0,1
"MTTP","2",0,1
"MUC16","2",0,1
"MYBL2","2",0,1
"MZT2A","2",256,2
"MZT2B","2",0,1
"NCAPG","2",0,1
"NCAPH","2",256,2
"NDC80","2",621,3
"NEB","2",510,2
"NEIL3","2",140,12
"NEK2","2",0,2
"NOTCH1","2",5851,6
"NR5A2","2",1897,15
"NRARP","2",0,1
"NRCAM","2",256,2
"NUF2","2",0,1
"NUSAP1","2",254,2
"OIP5","2",256,7
"ORC1","2",7274,7
"ORC6","2",0,2
"PBK","2",0,2
"PCLAF","2",0,1
"PDE3A","2",0,1
"PDLIM4","2",0,1
"PDLIM7","2",511,3
"PHF19","2",7757,13
"PHLDA1","2",0,1
"PIF1","2",0,1
"PKMYT1","2",261,3
"PLEKHG2","2",256,2
"PLK1","2",2827,10
"PLK4","2",304,3
"POLD1","2",1045,5
"POLQ","2",0,1
"PPFIA3","2",0,1
"PRAME","2",0,1
"PRC1","2",0,1
"PTGS1","2",0,1
"PTGS2","2",256,2
"PTTG1","2",559,4
"RAC3","2",2502,5
"RACGAP1","2",1770,6
"RAD51","2",1088,3
"RAD51AP1","2",477,4
"RAD54L","2",0,1
"RARA","2",1179,15
"RAVER1","2",0,1
"RECQL4","2",1863,7
"RPL19","2",511,3
"RPL39L","2",0,1
"RRM2","2",256,2
"RUNX3","2",256,2
"S100A9","2",0,1
"SGO1","2",0,1
"SGO2","2",0,2
"SHCBP1","2",0,1
"SKA1","2",0,2
"SKA3","2",0,2
"SLC1A5","2",2706,2
"SLC3A1","2",0,1
"SLC7A5","2",256,3
"SPAG4","2",0,1
"SPAG5","2",1011,5
"SPC24","2",0,1
"SPC25","2",0,1
"SPINDOC","2",0,5
"SPRY1","2",0,1
"SPTBN2","2",510,2
"SPTBN5","2",0,1
"STIL","2",0,1
"TACC3","2",0,1
"TEAD4","2",0,1
"TGM2","2",0,1
"TICRR","2",0,1
"TK1","2",12,2
"TMOD1","2",762,2
"TONSL","2",2712,5
"TOP2A","2",2019,9
"TPX2","2",510,2
"TRAIP","2",0,1
"TRIB3","2",0,1
"TRIP13","2",0,1
"TTK","2",1015,4
"UBE2C","2",9,4
"UBE2S","2",6515,9
"UBE2T","2",0,1
"UHRF1","2",256,9
"USP44","2",0,1
"WDR18","2",0,1
"WDR62","2",256,2
"WDR76","2",4724,4
"XPR1","2",0,1
"XRCC2","2",176,3
"ABCC2","3",0,2
"ABCC4","3",57,2
"ANPEP","3",76,2
"CD9","3",194,6
"CLDN15","3",60,4
"CLDN2","3",0,3
"CLDN3","3",11,3
"CLDN4","3",31,3
"CLDN7","3",76,2
"DPP4","3",107,3
"GGT1","3",0,1
"ICAM1","3",0,1
"IGSF8","3",0,1
"LGR5","3",22,2
"MME","3",112,2
"MUC17","3",0,1
"NHERF1","3",107,4
"PDZK1","3",44,4
"PITX1","3",0,1
"PODXL","3",0,1
"RTN4R","3",60,2
"SLC19A3","3",0,1
"TNFRSF19","3",42,2
"ZNRF3","3",0,1
"ABCD1","4",0,1
"SLC27A2","4",0,1
"BCAM","5",0,1
"ITGA7","5",4,3
"ITGB8","5",0,2
"LAMA5","5",3,2
"PARVB","5",1,2
"CP","6",0,1
"HEPH","6",0,1
"DNAH3","7",0,1
"DNAH7","7",0,1
"FBLN1","8",0,1
"FBLN2","8",0,1
"KHDRBS3","9",0,1
"RARRES1","9",0,1
"KRT15","10",0,1
"KRT23","10",0,1
"LDHA","11",0,1
"PFKFB3","11",1,2
"PFKFB4","11",0,1
"MDK","12",0,1
"SLC2A1","12",0,1
"PCDHGA4","13",0,1
"PCDHGA5","13",0,1
"PCDHGB1","14",0,1
"PCDHGB2","14",0,1
"PLXNA4","15",0,1
"SEMA6A","15",0,1
"RTKN","16",0,1
"S100A4","16",0,1
